nom_commune,nom,siren,code_naf,tranche_effectif,adresse,cp_entreprise,latitude,longitude
GIÈRES,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1828,5.7902
GIÈRES,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.1828,5.7902
GIÈRES,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1828,5.7902
GIÈRES,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1828,5.7902
GIÈRES,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1828,5.7902
GIÈRES,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1828,5.7902
GIÈRES,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1828,5.7902
GIÈRES,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.1828,5.7902
GIÈRES,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.1828,5.7902
EYBENS,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1526,5.7487
EYBENS,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1526,5.7487
EYBENS,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.1526,5.7487
EYBENS,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1526,5.7487
EYBENS,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1526,5.7487
EYBENS,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.1526,5.7487
EYBENS,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1526,5.7487
EYBENS,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1526,5.7487
EYBENS,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1526,5.7487
EYBENS,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.1526,5.7487
BRESSON,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.133,5.7498
BRESSON,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.133,5.7498
BRESSON,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.133,5.7498
BRESSON,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.133,5.7498
BRESSON,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.133,5.7498
BRESSON,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.133,5.7498
BRESSON,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.133,5.7498
BRESSON,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.133,5.7498
BRESSON,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.133,5.7498
BRESSON,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.133,5.7498
VARCES-ALLIÈRES-ET-RISSET,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,CARREFOUR PROXIMITE FRANCE,345130488,77.40Z,41,ZI ROUTE DE PARIS 14120 MONDEVILLE,14120,45.0884,5.6699
VARCES-ALLIÈRES-ET-RISSET,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.0884,5.6699
CHAMPAGNIER,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1128,5.7213
CHAMPAGNIER,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1128,5.7213
CHAMPAGNIER,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.1128,5.7213
CHAMPAGNIER,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1128,5.7213
CHAMPAGNIER,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1128,5.7213
CHAMPAGNIER,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.1128,5.7213
CHAMPAGNIER,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1128,5.7213
CHAMPAGNIER,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1128,5.7213
CHAMPAGNIER,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1128,5.7213
CHAMPAGNIER,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.1128,5.7213
MURIANETTE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1895,5.8259
MURIANETTE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1895,5.8259
MURIANETTE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.1895,5.8259
MURIANETTE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1895,5.8259
MURIANETTE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1895,5.8259
MURIANETTE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1895,5.8259
MURIANETTE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1895,5.8259
MURIANETTE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1895,5.8259
MURIANETTE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.1895,5.8259
MURIANETTE,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.1895,5.8259
SEYSSINS,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1578,5.6697
SEYSSINS,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1578,5.6697
SEYSSINS,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.1578,5.6697
SEYSSINS,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1578,5.6697
SEYSSINS,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1578,5.6697
SEYSSINS,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.1578,5.6697
SEYSSINS,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1578,5.6697
SEYSSINS,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1578,5.6697
SEYSSINS,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1578,5.6697
SEYSSINS,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.1578,5.6697
SAINT-PAUL-DE-VARCES,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.0646,5.6319
SAINT-PAUL-DE-VARCES,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.0646,5.6319
SAINT-PAUL-DE-VARCES,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.0646,5.6319
SAINT-PAUL-DE-VARCES,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.0646,5.6319
SAINT-PAUL-DE-VARCES,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.0646,5.6319
SAINT-PAUL-DE-VARCES,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.0646,5.6319
SAINT-PAUL-DE-VARCES,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.0646,5.6319
SAINT-PAUL-DE-VARCES,DISTRIBUTION CASINO FRANCE,428268023,47.11F,53,1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE,42000,45.0646,5.6319
SAINT-PAUL-DE-VARCES,CAP SUD FRANCE,531757029,43.22B,NN,85 RUE CONDORCET 38090 VAULX-MILIEU,38090,45.0646,5.6319
SAINT-PAUL-DE-VARCES,EVANCIA,447818600,88.91A,51,60 AVENUE DE L’EUROPE 92270 BOIS-COLOMBES,92270,45.0646,5.6319
VEUREY-VOROIZE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2713,5.6042
VEUREY-VOROIZE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2713,5.6042
VEUREY-VOROIZE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2713,5.6042
VEUREY-VOROIZE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.2713,5.6042
VEUREY-VOROIZE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2713,5.6042
VEUREY-VOROIZE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.2713,5.6042
VEUREY-VOROIZE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2713,5.6042
VEUREY-VOROIZE,MCDONALD'S FRANCE,722003936,68.20B,NN,Z I 1 RUE GUSTAVE EIFFEL 78280 GUYANCOURT,78280,45.2713,5.6042
VEUREY-VOROIZE,API RESTAURATION,477181010,56.29A,52,384 RUE DU GENERAL DE GAULLE 59370 MONS-EN-BARŒUL,59370,45.2713,5.6042
VEUREY-VOROIZE,SOGERES,572102176,56.29B,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2713,5.6042
NOYAREY,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2418,5.62
NOYAREY,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2418,5.62
NOYAREY,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2418,5.62
NOYAREY,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2418,5.62
NOYAREY,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2418,5.62
NOYAREY,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2418,5.62
NOYAREY,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.2418,5.62
NOYAREY,PICARD SURGELES,784939688,47.11A,52,1 ROUTE MILITAIRE 77300 FONTAINEBLEAU,77300,45.2418,5.62
NOYAREY,SODEXO ENTREPRISES,338253230,56.29A,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2418,5.62
NOYAREY,SODEXO SANTE MEDICO SOCIAL,338253081,56.29A,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2418,5.62
QUAIX-EN-CHARTREUSE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2591,5.7302
QUAIX-EN-CHARTREUSE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2591,5.7302
QUAIX-EN-CHARTREUSE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2591,5.7302
QUAIX-EN-CHARTREUSE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2591,5.7302
QUAIX-EN-CHARTREUSE,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.2591,5.7302
QUAIX-EN-CHARTREUSE,SODEXO SANTE MEDICO SOCIAL,338253081,56.29A,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2591,5.7302
QUAIX-EN-CHARTREUSE,DISTRIBUTION CASINO FRANCE,428268023,47.11F,53,1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE,42000,45.2591,5.7302
QUAIX-EN-CHARTREUSE,MACIF,781452511,65.12Z,53,1 RUE JACQUES VANDIER 79000 NIORT,79000,45.2591,5.7302
QUAIX-EN-CHARTREUSE,LYONNAISE DE BANQUE,954507976,64.19Z,51,8 RUE DE LA REPUBLIQUE 69001 LYON,69001,45.2591,5.7302
QUAIX-EN-CHARTREUSE,GROUPAMA RHONE ALPES AUVERGNE,779838366,65.12Z,51,50 RUE DE SAINT-CYR 69009 LYON,69009,45.2591,5.7302
SAINT-ISMIER,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2503,5.8274
SAINT-ISMIER,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2503,5.8274
SAINT-ISMIER,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2503,5.8274
SAINT-ISMIER,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2503,5.8274
SAINT-ISMIER,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2503,5.8274
SAINT-ISMIER,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2503,5.8274
SAINT-ISMIER,CARREFOUR PROXIMITE FRANCE,345130488,77.40Z,41,ZI ROUTE DE PARIS 14120 MONDEVILLE,14120,45.2503,5.8274
SAINT-ISMIER,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.2503,5.8274
SAINT-ISMIER,SOGERES,572102176,56.29B,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2503,5.8274
SAINT-ISMIER,SODEXO SANTE MEDICO SOCIAL,338253081,56.29A,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2503,5.8274
CHASSE-SUR-RHÔNE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.578,4.8129
CHASSE-SUR-RHÔNE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.578,4.8129
CHASSE-SUR-RHÔNE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.578,4.8129
CHASSE-SUR-RHÔNE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.578,4.8129
CHASSE-SUR-RHÔNE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.578,4.8129
CHASSE-SUR-RHÔNE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.578,4.8129
CHASSE-SUR-RHÔNE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.578,4.8129
CHASSE-SUR-RHÔNE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.578,4.8129
CHASSE-SUR-RHÔNE,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.578,4.8129
CHASSE-SUR-RHÔNE,OGF SERVICES FUNERAIRES,828160069,96.03Z,02,IMMEUBLE CANOPY 6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92400,45.578,4.8129
LA TRONCHE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2117,5.7443
LA TRONCHE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2117,5.7443
LA TRONCHE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2117,5.7443
LA TRONCHE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2117,5.7443
LA TRONCHE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.2117,5.7443
LA TRONCHE,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.2117,5.7443
LA TRONCHE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2117,5.7443
LA TRONCHE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.2117,5.7443
LA TRONCHE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2117,5.7443
LA TRONCHE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2117,5.7443
CORENC,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2264,5.7599
CORENC,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2264,5.7599
CORENC,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2264,5.7599
CORENC,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2264,5.7599
CORENC,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.2264,5.7599
CORENC,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2264,5.7599
CORENC,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.2264,5.7599
CORENC,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2264,5.7599
CORENC,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2264,5.7599
CORENC,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.2264,5.7599
