nom_commune,nom,siren,code_naf,tranche_effectif,adresse,cp_entreprise,latitude,longitude,libelle_naf,libelle_tranche
FONTAINE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.194,5.6763,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
FONTAINE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.194,5.6763,Production d'électricité,10 000 salariés et plus
FONTAINE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.194,5.6763,Autres services de restauration n.c.a.,10 000 salariés et plus
FONTAINE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.194,5.6763,Autres intermédiations monétaires,10 000 salariés et plus
FONTAINE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.194,5.6763,Services auxiliaires des transports terrestres,10 000 salariés et plus
FONTAINE,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.194,5.6763,Action sociale sans hébergement n.c.a.,10 000 salariés et plus
FONTAINE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.194,5.6763,Autres intermédiations monétaires,10 000 salariés et plus
FONTAINE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.194,5.6763,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
FONTAINE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.194,5.6763,Télécommunications filaires,10 000 salariés et plus
FONTAINE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.194,5.6763,Restauration collective sous contrat,10 000 salariés et plus
SAINT-EGRÈVE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2315,5.6828,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
SAINT-EGRÈVE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2315,5.6828,Production d'électricité,10 000 salariés et plus
SAINT-EGRÈVE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2315,5.6828,Autres services de restauration n.c.a.,10 000 salariés et plus
SAINT-EGRÈVE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2315,5.6828,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-EGRÈVE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.2315,5.6828,Services auxiliaires des transports terrestres,10 000 salariés et plus
SAINT-EGRÈVE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2315,5.6828,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-EGRÈVE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.2315,5.6828,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
SAINT-EGRÈVE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2315,5.6828,Télécommunications filaires,10 000 salariés et plus
SAINT-EGRÈVE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2315,5.6828,Restauration collective sous contrat,10 000 salariés et plus
SAINT-EGRÈVE,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.2315,5.6828,Supermarchés,10 000 salariés et plus
RIVES,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.3606,5.4848,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
RIVES,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.3606,5.4848,Autres services de restauration n.c.a.,10 000 salariés et plus
RIVES,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.3606,5.4848,Services auxiliaires des transports terrestres,10 000 salariés et plus
RIVES,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.3606,5.4848,Autres intermédiations monétaires,10 000 salariés et plus
RIVES,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.3606,5.4848,Télécommunications filaires,10 000 salariés et plus
RIVES,OGF SERVICES FUNERAIRES,828160069,96.03Z,02,IMMEUBLE CANOPY 6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92400,45.3606,5.4848,Services funéraires,3 à 5 salariés
RIVES,SNCF VOYAGEURS,519037584,49.10Z,53,1 RUE CAMILLE MOKE 93210 SAINT-DENIS,93210,45.3606,5.4848,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
RIVES,MCDONALD'S FRANCE,722003936,68.20B,NN,Z I 1 RUE GUSTAVE EIFFEL 78280 GUYANCOURT,78280,45.3606,5.4848,Location de terrains et d'autres biens immobiliers,Unités non employeuses
RIVES,ENGIE,542107651,35.23Z,51,67 RUE JULES FERRY 92250 LA GARENNE-COLOMBES,92250,45.3606,5.4848,Commerce de combustibles gazeux par conduites,2 000 à 4 999 salariés
RIVES,AMPLIFON FRANCE,318083110,47.74Z,42,9 BOULEVARD ROMAIN ROLLAND 75014 PARIS,75014,45.3606,5.4848,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,1 000 à 1 999 salariés
ROUSSILLON,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.3818,4.8133,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
ROUSSILLON,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.3818,4.8133,Production d'électricité,10 000 salariés et plus
ROUSSILLON,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.3818,4.8133,Autres intermédiations monétaires,10 000 salariés et plus
ROUSSILLON,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.3818,4.8133,Autres intermédiations monétaires,10 000 salariés et plus
ROUSSILLON,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.3818,4.8133,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
ROUSSILLON,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.3818,4.8133,Télécommunications filaires,10 000 salariés et plus
ROUSSILLON,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.3818,4.8133,Restauration collective sous contrat,10 000 salariés et plus
ROUSSILLON,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.3818,4.8133,Supermarchés,10 000 salariés et plus
ROUSSILLON,SNCF VOYAGEURS,519037584,49.10Z,53,1 RUE CAMILLE MOKE 93210 SAINT-DENIS,93210,45.3818,4.8133,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
ROUSSILLON,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.3818,4.8133,Autres intermédiations monétaires,10 000 salariés et plus
TULLINS,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2924,5.4874,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
TULLINS,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2924,5.4874,Production d'électricité,10 000 salariés et plus
TULLINS,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2924,5.4874,Autres services de restauration n.c.a.,10 000 salariés et plus
TULLINS,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2924,5.4874,Autres intermédiations monétaires,10 000 salariés et plus
TULLINS,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2924,5.4874,Autres intermédiations monétaires,10 000 salariés et plus
TULLINS,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2924,5.4874,Restauration collective sous contrat,10 000 salariés et plus
TULLINS,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.2924,5.4874,Supermarchés,10 000 salariés et plus
TULLINS,OGF SERVICES FUNERAIRES,828160069,96.03Z,02,IMMEUBLE CANOPY 6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92400,45.2924,5.4874,Services funéraires,3 à 5 salariés
TULLINS,ENEDIS,444608442,35.13Z,53,4 PLACE DE LA PYRAMIDE 92800 PUTEAUX,92800,45.2924,5.4874,Distribution d'électricité,10 000 salariés et plus
TULLINS,SODEXO SANTE MEDICO SOCIAL,338253081,56.29A,52,6 RUE DE LA REDOUTE 78280 GUYANCOURT,78280,45.2924,5.4874,Restauration collective sous contrat,5 000 à 9 999 salariés
LA TOUR-DU-PIN,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.5743,5.4459,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
LA TOUR-DU-PIN,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.5743,5.4459,Production d'électricité,10 000 salariés et plus
LA TOUR-DU-PIN,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.5743,5.4459,Autres intermédiations monétaires,10 000 salariés et plus
LA TOUR-DU-PIN,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.5743,5.4459,Services auxiliaires des transports terrestres,10 000 salariés et plus
LA TOUR-DU-PIN,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.5743,5.4459,Action sociale sans hébergement n.c.a.,10 000 salariés et plus
LA TOUR-DU-PIN,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.5743,5.4459,Autres intermédiations monétaires,10 000 salariés et plus
LA TOUR-DU-PIN,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.5743,5.4459,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
LA TOUR-DU-PIN,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.5743,5.4459,Télécommunications filaires,10 000 salariés et plus
LA TOUR-DU-PIN,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.5743,5.4459,Supermarchés,10 000 salariés et plus
LA TOUR-DU-PIN,SNCF VOYAGEURS,519037584,49.10Z,53,1 RUE CAMILLE MOKE 93210 SAINT-DENIS,93210,45.5743,5.4459,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
MOIRANS,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.3227,5.5676,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
MOIRANS,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.3227,5.5676,Production d'électricité,10 000 salariés et plus
MOIRANS,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.3227,5.5676,Autres services de restauration n.c.a.,10 000 salariés et plus
MOIRANS,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.3227,5.5676,Autres intermédiations monétaires,10 000 salariés et plus
MOIRANS,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.3227,5.5676,Services auxiliaires des transports terrestres,10 000 salariés et plus
MOIRANS,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.3227,5.5676,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
MOIRANS,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.3227,5.5676,Restauration collective sous contrat,10 000 salariés et plus
MOIRANS,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.3227,5.5676,Supermarchés,10 000 salariés et plus
MOIRANS,OGF SERVICES FUNERAIRES,828160069,96.03Z,02,IMMEUBLE CANOPY 6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92400,45.3227,5.5676,Services funéraires,3 à 5 salariés
MOIRANS,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.3227,5.5676,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-MARCELLIN,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1526,5.3166,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
SAINT-MARCELLIN,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.1526,5.3166,Production d'électricité,10 000 salariés et plus
SAINT-MARCELLIN,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.1526,5.3166,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-MARCELLIN,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.1526,5.3166,Services auxiliaires des transports terrestres,10 000 salariés et plus
SAINT-MARCELLIN,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.1526,5.3166,Action sociale sans hébergement n.c.a.,10 000 salariés et plus
SAINT-MARCELLIN,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1526,5.3166,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-MARCELLIN,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.1526,5.3166,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
SAINT-MARCELLIN,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.1526,5.3166,Télécommunications filaires,10 000 salariés et plus
SAINT-MARCELLIN,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.1526,5.3166,Supermarchés,10 000 salariés et plus
SAINT-MARCELLIN,OGF SERVICES FUNERAIRES,828160069,96.03Z,02,IMMEUBLE CANOPY 6 RUE DU GENERAL AUDRAN 92400 COURBEVOIE,92400,45.1526,5.3166,Services funéraires,3 à 5 salariés
SAINT-MARTIN-D'URIAGE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.1568,5.8592,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
SAINT-MARTIN-D'URIAGE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.1568,5.8592,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-MARTIN-D'URIAGE,CARREFOUR PROXIMITE FRANCE,345130488,77.40Z,41,ZI ROUTE DE PARIS 14120 MONDEVILLE,14120,45.1568,5.8592,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",500 à 999 salariés
SAINT-MARTIN-D'URIAGE,CREDIT LYONNAIS,954509741,64.19Z,53,18 RUE DE LA REPUBLIQUE 69002 LYON,69002,45.1568,5.8592,Autres intermédiations monétaires,10 000 salariés et plus
SAINT-MARTIN-D'URIAGE,DISTRIBUTION CASINO FRANCE,428268023,47.11F,53,1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE,42000,45.1568,5.8592,Hypermarchés,10 000 salariés et plus
SAINT-MARTIN-D'URIAGE,FONCIA TRANSACTION FRANCE,503698664,68.31Z,42,18-19 - TOUR AURORE 18 PLACE DES REFLETS 92400 COURBEVOIE,92400,45.1568,5.8592,Agences immobilières,1 000 à 1 999 salariés
SAINT-MARTIN-D'URIAGE,CAISSE CENTRALE ACTIVITE SOCIALE,775694748,56.29A,42,BP 629 8 RUE DE ROSNY 93100 MONTREUIL,93100,45.1568,5.8592,Restauration collective sous contrat,1 000 à 1 999 salariés
SAINT-MARTIN-D'URIAGE,LYONNAISE DE BANQUE,954507976,64.19Z,51,8 RUE DE LA REPUBLIQUE 69001 LYON,69001,45.1568,5.8592,Autres intermédiations monétaires,2 000 à 4 999 salariés
SAINT-MARTIN-D'URIAGE,SOCIETE NATIONALE SNCF,552049447,49.10Z,53,2 PLACE AUX ETOILES 93210 SAINT-DENIS,93210,45.1568,5.8592,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
SAINT-MARTIN-D'URIAGE,CAISSE D'EPARGNE ET DE PREVOYANCE DE RHONE ALPES,384006029,64.19Z,51,116 COURS LAFAYETTE 69003 LYON,69003,45.1568,5.8592,Autres intermédiations monétaires,2 000 à 4 999 salariés
DOMÈNE,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2053,5.8367,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
DOMÈNE,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.2053,5.8367,Production d'électricité,10 000 salariés et plus
DOMÈNE,ELIOR RESTAURATION FRANCE,662025196,56.29B,53,51 CHEMIN DES MECHES 94000 CRETEIL,94000,45.2053,5.8367,Autres services de restauration n.c.a.,10 000 salariés et plus
DOMÈNE,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.2053,5.8367,Autres intermédiations monétaires,10 000 salariés et plus
DOMÈNE,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.2053,5.8367,Services auxiliaires des transports terrestres,10 000 salariés et plus
DOMÈNE,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.2053,5.8367,Autres intermédiations monétaires,10 000 salariés et plus
DOMÈNE,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.2053,5.8367,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
DOMÈNE,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.2053,5.8367,Télécommunications filaires,10 000 salariés et plus
DOMÈNE,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.2053,5.8367,Restauration collective sous contrat,10 000 salariés et plus
DOMÈNE,SNCF VOYAGEURS,519037584,49.10Z,53,1 RUE CAMILLE MOKE 93210 SAINT-DENIS,93210,45.2053,5.8367,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
PONTCHARRA,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.4225,6.0228,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
PONTCHARRA,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.4225,6.0228,Production d'électricité,10 000 salariés et plus
PONTCHARRA,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.4225,6.0228,Autres intermédiations monétaires,10 000 salariés et plus
PONTCHARRA,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.4225,6.0228,Services auxiliaires des transports terrestres,10 000 salariés et plus
PONTCHARRA,CROIX ROUGE FRANCAISE,775672272,88.99B,53,SITE CROIX ROUGE 98 RUE DIDOT 75014 PARIS,75014,45.4225,6.0228,Action sociale sans hébergement n.c.a.,10 000 salariés et plus
PONTCHARRA,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.4225,6.0228,Autres intermédiations monétaires,10 000 salariés et plus
PONTCHARRA,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.4225,6.0228,Restauration collective sous contrat,10 000 salariés et plus
PONTCHARRA,LIDL,343262622,47.11D,53,1 RUE DE HANOVRE 92290 CHATENAY-MALABRY,92290,45.4225,6.0228,Supermarchés,10 000 salariés et plus
PONTCHARRA,SNCF VOYAGEURS,519037584,49.10Z,53,1 RUE CAMILLE MOKE 93210 SAINT-DENIS,93210,45.4225,6.0228,Transport ferroviaire interurbain de voyageurs,10 000 salariés et plus
PONTCHARRA,CARREFOUR PROXIMITE FRANCE,345130488,77.40Z,41,ZI ROUTE DE PARIS 14120 MONDEVILLE,14120,45.4225,6.0228,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",500 à 999 salariés
BOURG-D'OISANS,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.0367,6.0275,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
BOURG-D'OISANS,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.0367,6.0275,Production d'électricité,10 000 salariés et plus
BOURG-D'OISANS,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.0367,6.0275,Autres intermédiations monétaires,10 000 salariés et plus
BOURG-D'OISANS,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.0367,6.0275,Autres intermédiations monétaires,10 000 salariés et plus
BOURG-D'OISANS,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.0367,6.0275,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
BOURG-D'OISANS,ORANGE,380129866,61.10Z,53,111 QUAI DU PRESIDENT ROOSEVELT 92130 ISSY-LES-MOULINEAUX,92130,45.0367,6.0275,Télécommunications filaires,10 000 salariés et plus
BOURG-D'OISANS,CARREFOUR PROXIMITE FRANCE,345130488,77.40Z,41,ZI ROUTE DE PARIS 14120 MONDEVILLE,14120,45.0367,6.0275,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",500 à 999 salariés
BOURG-D'OISANS,ENEDIS,444608442,35.13Z,53,4 PLACE DE LA PYRAMIDE 92800 PUTEAUX,92800,45.0367,6.0275,Distribution d'électricité,10 000 salariés et plus
BOURG-D'OISANS,DISTRIBUTION CASINO FRANCE,428268023,47.11F,53,1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE,42000,45.0367,6.0275,Hypermarchés,10 000 salariés et plus
BOURG-D'OISANS,FIDUCIAL CONSULTING,972200018,82.11Z,42,41 RUE DU CAPITAINE GUYNEMER 92400 COURBEVOIE,92400,45.0367,6.0275,Services administratifs combinés de bureau,1 000 à 1 999 salariés
VIF,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.043,5.6712,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
VIF,ELECTRICITE DE FRANCE,552081317,35.11Z,53,22-30 22 AVENUE DE WAGRAM 75008 PARIS,75008,45.043,5.6712,Production d'électricité,10 000 salariés et plus
VIF,SOCIETE GENERALE,552120222,64.19Z,53,29 BOULEVARD HAUSSMANN 75009 PARIS,75009,45.043,5.6712,Autres intermédiations monétaires,10 000 salariés et plus
VIF,SNCF RESEAU,412280737,52.21Z,53,15 AU 17 15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS,93200,45.043,5.6712,Services auxiliaires des transports terrestres,10 000 salariés et plus
VIF,BNP PARIBAS,662042449,64.19Z,53,16 BOULEVARD DES ITALIENS 75009 PARIS,75009,45.043,5.6712,Autres intermédiations monétaires,10 000 salariés et plus
VIF,LE SOUVENIR FRANCAIS,775676182,94.99Z,11,20 RUE EUGENE FLACHAT 75017 PARIS,75017,45.043,5.6712,Autres organisations fonctionnant par adhésion volontaire,10 à 19 salariés
VIF,COMPASS GROUP FRANCE,632041042,56.29A,53,15 BOULEVARD GABRIEL PERI 92240 MALAKOFF,92240,45.043,5.6712,Restauration collective sous contrat,10 000 salariés et plus
VIF,API RESTAURATION,477181010,56.29A,52,384 RUE DU GENERAL DE GAULLE 59370 MONS-EN-BARŒUL,59370,45.043,5.6712,Restauration collective sous contrat,5 000 à 9 999 salariés
VIF,DISTRIBUTION CASINO FRANCE,428268023,47.11F,53,1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE,42000,45.043,5.6712,Hypermarchés,10 000 salariés et plus
VIF,EVANCIA,447818600,88.91A,51,60 AVENUE DE L’EUROPE 92270 BOIS-COLOMBES,92270,45.043,5.6712,Accueil de jeunes enfants,2 000 à 4 999 salariés
VILLARD-BONNOT,LA POSTE,356000000,53.10Z,53,DIRECTION GENERALE DE LA POSTE 9 RUE DU COLONEL PIERRE AVIA 75015 PARIS,75015,45.2455,5.8837,Activités de poste dans le cadre d'une obligation de service universel,10 000 salariés et plus
